idn,idm
506,231
507,329
508,2887
509,1231
510,1842
511,2402
512,1199
513,705
514,1728
515,441
516,831
517,458
518,479
519,3201
520,404
521,3417
522,3930
523,1053
524,3901
525,3457
526,957
527,50
528,3745
529,2269
530,1312
531,1468
532,3639
533,2065
534,2651
535,1553
536,3880
537,205
538,2986
539,1711
540,3358
541,3679
542,907
543,3699
544,477
545,3839
546,3710
547,3214
548,86
549,303
550,2590
551,2007
552,3238
553,2922
554,2001
555,2657
556,2864
557,523
558,3366
559,3010
560,1496
561,762
562,387
563,1359
564,2859
565,3142
566,1383
567,1118
568,939
569,2473
570,2323
571,2248
572,3987
573,1978
574,1014
575,1743
576,2267
577,710
578,3459
579,2721
580,3432
581,1698
582,3359
583,978
584,950
585,529
586,1435
587,1421
588,2730
589,2873
590,1184
591,1989
592,3241
593,1233
594,496
595,3241
596,2590
597,3978
598,3484
599,284
600,3460
601,1719
602,2117
603,1951
604,1881
605,191
606,2365
607,3486
608,850
609,1408
610,270
611,196
612,2187
613,3949
614,1647
615,3699
616,194
617,3758
618,3677
619,3199
620,2101
621,2138
622,682
623,2654
624,625
625,1855
626,1070
627,3731
628,1847
629,3042
630,2688
631,191
632,2268
633,796
634,665
635,2300
636,1853
637,2016
638,1585
639,2926
640,1975
641,1570
642,3185
643,2892
644,98
645,2483
646,1952
647,1267
648,3223
649,3242
650,1558
651,555
652,390
653,1648
654,3063
655,2844
656,294
657,3130
658,805
659,1341
660,3427
661,1649
662,391
663,1384
664,2458
665,3904
666,1697
667,36
668,654
669,1487
670,1022
671,2426
672,2992
673,869
674,2
675,257
676,3730
677,880
678,3288
679,1924
680,1914
681,3270
682,124
683,2968
684,463
685,2588
686,1553
687,249
688,2524
689,411
690,2163
691,758
692,2762
693,134
694,3845
695,3078
696,1932
697,230
698,2996
699,889
700,2809
701,2042
702,2821
703,2107
704,2035
705,867
706,492
707,761
708,1568
709,519
710,3719
711,243
712,1532
713,671
714,718
715,1484
716,241
717,2421
718,205
719,2902
720,3156
721,3980
722,1787
723,645
724,1083
725,2906
726,2706
727,2800
728,1839
729,3509
730,3406
731,2513
732,1448
733,1412
734,60
735,733
736,1728
737,1477
738,3373
739,1492
740,309
741,119
742,3120
743,3959
744,604
745,429
746,1139
747,110
748,135
749,2292
750,1830
751,3481
752,3595
753,3547
754,1548
755,2082
756,636
757,3382
758,1767
759,114
760,2276
761,3533
762,3280
763,2147
764,124
765,64
766,2225
767,3466
768,1164
769,2385
770,3696
771,3974
772,2664
773,1674
774,1541
775,6
776,2009
777,3726
778,1738
779,1019
780,1903
781,1809
782,1223
783,2926
784,1184
785,2112
786,1422
787,1231
788,863
789,2451
790,753
791,2136
792,2755
793,3385
794,1181
795,1475
796,342
797,3073
798,3867
799,3428
800,1017
801,2726
802,1109
803,1759
804,2878
805,76
806,2017
807,1386
808,3964
809,1879
810,2137
811,348
812,1011
813,2872
814,712
815,3642
816,1513
817,3351
818,1564
819,1769
820,2949
821,2605
822,23
823,198
824,3909
825,3863
826,816
827,593
828,152
829,110
830,1146
831,93
832,3960
833,20
834,1297
835,3435
836,3573
837,300
838,3702
839,1140
840,3334
841,2964
842,749
843,1324
844,273
845,3043
846,1062
847,1265
848,2194
849,676
850,239
851,3260
852,1512
853,1356
854,1202
855,95
856,1755
857,1883
858,527
859,1732
860,1163
861,2479
862,506
863,2386
864,646
865,3305
866,2231
867,2534
868,2140
869,2604
870,677
871,872
872,1449
873,1418
874,729
875,2850
876,1108
877,1321
878,298
879,3045
880,1491
881,605
882,2607
883,3552
884,3976
885,976
886,824
887,843
888,2050
889,997
890,1268
891,1525
892,2579
893,638
894,3760
895,2360
896,1053
897,622
898,1561
899,629
900,928
901,3168
902,3418
903,674
904,405
905,841
906,1526
907,2230
908,3689
909,3598
910,3601
911,2258
912,998
913,1263
914,1590
915,3301
916,1272
917,960
918,3941
919,2933
920,310
921,3769
922,3042
923,912
924,1373
925,422
926,550
927,3976
928,2562
929,2542
930,1320
931,1581
932,755
933,3993
934,3062
935,3295
936,1247
937,3098
938,3167
939,3643
940,2168
941,372
942,27
943,3014
944,2304
945,2331
946,683
947,3715
948,3487
949,3714
950,537
951,1088
952,1100
953,1059
954,1466
955,45
956,1788
957,2502
958,3875
959,734
960,3104
961,3090
962,3314
963,2119
964,1087
965,2990
966,434
967,2545
968,54
969,694
970,2273
971,1786
972,2970
973,1194
974,2461
975,1703
976,2625
977,602
978,726
979,3106
980,2052
981,1913
982,219
983,3651
984,2861
985,3243
986,866
987,1024
988,1100
989,3936
990,1315
991,3411
992,286
993,2593
994,2548
995,2604
996,3812
997,39
998,3164
999,1206
1000,366
1001,423
1002,2778
1003,2985
1004,1239
1005,309
1006,137
1007,2655
1008,3951
1009,3968
1010,2538
1011,3804
1012,2181
1013,2386
1014,908
1015,1182
1016,802
1017,3316
1018,437
1019,902
1020,3583
1021,3332
1022,3827
1023,1920
1024,3253
1025,3219
1026,2920
1027,1011
1028,1424
1029,1469
1030,1298
1031,3591
1032,3587
1033,2427
1034,2610
1035,3164
1036,3841
1037,2194
1038,2319
1039,3448
1040,641
1041,2409
1042,815
1043,2553
1044,1842
1045,3926
1046,1736
1047,2736
1048,1453
1049,1654
1050,493
1051,2540
1052,3925
1053,865
1054,1260
1055,3162
1056,3364
1057,3513
1058,180
1059,494
1060,3980
1061,857
1062,2489
1063,3378
1064,800
1065,1679
1066,788
1067,3140
1068,461
1069,3420
1070,3939
1071,2223
1072,593
1073,2921
1074,631
1075,2761
1076,475
1077,568
1078,331
1079,2784
1080,3260
1081,671
1082,539
1083,3640
1084,1511
1085,66
1086,871
1087,3479
1088,1563
1089,1218
1090,1563
1091,982
1092,3364
1093,3950
1094,3890
1095,3809
1096,3921
1097,431
1098,540
1099,2732
1100,28
1101,3603
1102,3671
1103,3742
1104,1322
1105,3708
1106,3611
1107,1995
1108,3998
1109,931
1110,1458
1111,2952
1112,485
1113,307
1114,2661
1115,447
1116,3801
1117,1781
1118,1297
1119,1972
1120,2153
1121,3983
1122,2738
1123,3687
1124,2568
1125,785
1126,868
1127,1262
1128,1227
1129,2130
1130,500
1131,3182
1132,1904
1133,3931
1134,701
1135,388
1136,1057
1137,353
1138,3575
1139,920
1140,2764
1141,2113
1142,1079
1143,835
1144,2111
1145,2640
1146,56
1147,2417
1148,2054
1149,3588
1150,1413
1151,1831
1152,1425
1153,3318
1154,1052
1155,2531
1156,2363
1157,2845
1158,2945
1159,320
1160,2318
1161,1481
1162,1449
1163,641
1164,2659
1165,959
1166,2871
1167,2258
1168,1809
1169,1857
1170,923
1171,823
1172,2337
1173,3278
1174,748
1175,1991
1176,2511
1177,1367
1178,2723
1179,1692
1180,1725
1181,2911
1182,2782
1183,2397
1184,2649
1185,720
1186,585
1187,1614
1188,355
1189,1016
1190,1165
1191,1221
1192,1071
1193,1151
1194,1955
1195,1686
1196,1254
1197,3190
1198,333
1199,3481
1200,677
1201,2345
1202,886
1203,762
1204,2600
1205,3342
1206,3502
1207,193
1208,21
1209,3688
1210,2512
1211,1715
1212,28
1213,1866
1214,928
1215,1948
1216,764
1217,3747
1218,886
1219,2382
1220,2063
1221,3792
1222,3014
1223,3883
1224,3140
1225,909
1226,3954
1227,1519
1228,629
1229,664
1230,2952
1231,117
1232,1151
1233,413
1234,1810
1235,1142
1236,3412
1237,3855
1238,2192
1239,319
1240,1786
1241,839
1242,2267
1243,473
1244,1526
1245,552
1246,1114
1247,181
1248,3651
1249,1936
1250,628
1251,1758
1252,2383
1253,3743
1254,1281
1255,3897
1256,2779
1257,3039
1258,2836
1259,2165
1260,2426
1261,3196
1262,2584
1263,3593
1264,1280
1265,3259
1266,1179
1267,2128
1268,3609
1269,90
1270,2475
1271,934
1272,1162
1273,1721
1274,142
1275,1319
1276,3578
1277,2323
1278,2813
1279,1394
1280,3935
1281,2736
1282,1732
1283,2538
1284,495
1285,2261
1286,1223
1287,1706
1288,2609
1289,3314
1290,1870
1291,39
1292,706
1293,1900
1294,1042
1295,1706
1296,520
1297,2200
1298,604
1299,1892
1300,3528
1301,3210
1302,2372
1303,1478
1304,409
1305,1178
1306,1297
1307,1197
1308,3399
1309,3398
1310,1985
1311,3409
1312,2363
1313,3446
1314,3379
1315,2001
1316,2582
1317,1980
1318,3641
1319,985
1320,3095
1321,3653
1322,1226
1323,569
1324,3426
1325,286
1326,3373
1327,1793
1328,3174
1329,1444
1330,3064
1331,1018
1332,3194
1333,3124
1334,1763
1335,2775
1336,1367
1337,2046
1338,2318
1339,709
1340,197
1341,3662
1342,3913
1343,209
1344,656
1345,1506
1346,3749
1347,3737
1348,1658
1349,2530
1350,2315
1351,3076
1352,1610
1353,3225
1354,367
1355,2399
1356,3468
1357,2945
1358,1303
1359,52
1360,606
1361,3257
1362,1957
1363,847
1364,3346
1365,2122
1366,953
1367,2457
1368,2092
1369,802
1370,1586
1371,1838
1372,2071
1373,686
1374,3096
1375,3933
1376,3276
1377,1585
1378,1536
1379,994
1380,1923
1381,962
1382,2586
1383,254
1384,501
1385,2147
1386,2427
1387,2626
1388,1400
1389,886
1390,2876
1391,1386
1392,474
1393,422
1394,3417
1395,811
1396,3863
1397,1144
1398,2768
1399,2299
1400,3523
1401,2557
1402,2448
1403,446
1404,766
1405,1877
1406,3694
1407,123
1408,1331
1409,1864
1410,3052
1411,2769
1412,2849
1413,236
1414,2909
1415,3446
1416,539
1417,1993
1418,711
1419,291
1420,634
1421,819
1422,2068
1423,250
1424,532
1425,2751
1426,2031
1427,2508
1428,1206
1429,2200
1430,287
1431,838
1432,3155
1433,3252
1434,67
1435,2338
1436,1251
1437,368
1438,3064
1439,1210
1440,2729
1441,3209
1442,3040
1443,120
1444,2419
1445,2111
1446,1306
1447,2867
1448,2561
1449,636
1450,3821
1451,3012
1452,3749
1453,2127
1454,3646
1455,1735
1456,556
1457,1914
1458,1114
1459,2151
1460,819
1461,2691
1462,512
1463,1559
1464,242
1465,3369
1466,1424
1467,465
1468,3092
1469,1766
1470,921
1471,3499
1472,3117
1473,2574
1474,1856
1475,2973
1476,1686
1477,3334
1478,2177
1479,3942
1480,2024
1481,1012
1482,2313
1483,3764
1484,126
1485,3684
1486,2169
1487,963
1488,3741
1489,401
1490,2029
1491,704
1492,2863
1493,3764
1494,756
1495,2952
1496,1119
1497,2257
1498,2458
1499,3900
1500,2092
1501,91
1502,2326
1503,2603
1504,654
1505,3607
1506,2578
1507,3603
1508,3712
1509,3787
1510,1670
1511,873
1512,1639
1513,289
1514,1035
1515,2497
1516,834
1517,2374
1518,971
1519,906
1520,3813
1521,2775
1522,1440
1523,622
1524,3639
1525,2367
1526,2814
1527,1894
1528,3639
1529,1727
1530,3992
1531,2128
1532,3147
1533,135
1534,3290
1535,3006
1536,3006
1537,301
1538,360
1539,351
1540,241
1541,934
1542,1758
1543,2475
1544,25
1545,593
1546,2158
1547,930
1548,3189
1549,3876
1550,1446
1551,3595
1552,2837
1553,3403
1554,817
1555,2084
1556,939
1557,3704
1558,3146
1559,3695
1560,3613
1561,2757
1562,3318
1563,2100
1564,911
1565,1581
1566,2286
1567,3616
1568,556
1569,301
1570,585
1571,2350
1572,2431
1573,1898
1574,3719
1575,2519
1576,2074
1577,3466
1578,2134
1579,1425
1580,3591
1581,1417
1582,896
1583,3586
1584,2157
1585,307
1586,1989
1587,3494
1588,3892
1589,643
1590,239
1591,3987
1592,2005
1593,2934
1594,1507
1595,1849
1596,2544
1597,2196
1598,3870
1599,1144
1600,482
1601,2256
1602,2171
1603,669
1604,266
1605,1131
1606,1285
1607,1950
1608,3232
1609,793
1610,3661
1611,826
1612,3803
1613,1029
1614,3985
1615,2634
1616,212
1617,3982
1618,2849
1619,2499
1620,1136
1621,1812
1622,139
1623,3336
1624,1581
1625,3330
1626,1376
1627,2519
1628,1174
1629,3267
1630,2039
1631,1493
1632,3643
1633,353
1634,645
1635,52
1636,372
1637,3243
1638,2507
1639,1223
1640,3173
1641,2610
1642,389
1643,3873
1644,3637
1645,3326
1646,1820
1647,1499
1648,3571
1649,2761
1650,2069
1651,688
1652,1569
1653,1936
1654,603
1655,3630
1656,826
1657,240
1658,1810
1659,1676
1660,1630
1661,3577
1662,2582
1663,3786
1664,1012
1665,3259
1666,754
1667,2874
1668,3270
1669,3207
1670,2855
1671,757
1672,1298
1673,3466
1674,86
1675,1655
1676,2930
1677,3922
1678,2580
1679,1161
1680,3818
1681,159
1682,2363
1683,2199
1684,2735
1685,536
1686,2744
1687,1940
1688,2457
1689,3003
1690,475
1691,1128
1692,2992
1693,3642
1694,605
1695,3413
1696,2483
1697,1341
1698,2526
1699,479
1700,515
1701,2068
1702,1074
1703,3183
1704,2452
1705,2580
1706,2729
1707,1628
1708,2585
1709,3917
1710,2750
1711,2502
1712,3333
1713,1903
1714,1518
1715,203
1716,2546
1717,3210
1718,3633
1719,2245
1720,2755
1721,763
1722,1454
1723,2200
1724,2704
1725,1031
1726,3585
1727,2408
1728,950
1729,3451
1730,3745
1731,2277
1732,2025
1733,1112
1734,3228
1735,182
1736,672
1737,2660
1738,2356
1739,3492
1740,214
1741,1464
1742,1115
1743,2031
1744,1161
1745,3029
1746,3650
1747,2920
1748,334
1749,1601
1750,2032
1751,3544
1752,565
1753,3304
1754,601
1755,562
1756,996
1757,510
1758,995
1759,1894
1760,75
1761,2392
1762,3237
1763,3637
1764,571
1765,1292
1766,1830
1767,1299
1768,3700
1769,2437
1770,362
1771,2705
1772,1691
1773,3432
1774,2533
1775,717
1776,1474
1777,490
1778,729
1779,3145
1780,1968
1781,2495
1782,608
1783,2549
1784,571
1785,525
1786,2639
1787,911
1788,716
1789,2003
1790,1662
1791,828
1792,1251
1793,901
1794,239
1795,3510
1796,3689
1797,3858
1798,1733
1799,821
1800,3852
1801,2572
1802,3084
1803,3704
1804,793
1805,2353
1806,781
1807,1881
1808,1159
1809,101
1810,621
1811,3789
1812,879
1813,2088
1814,1513
1815,2418
1816,2847
1817,548
1818,2284
1819,340
1820,2843
1821,2131
1822,2188
1823,914
1824,3092
1825,1952
1826,1543
1827,1396
1828,2372
1829,1125
1830,3116
1831,659
1832,1637
1833,3011
1834,2666
1835,2573
1836,195
1837,3818
1838,3569
1839,3338
1840,2254
1841,1011
1842,482
1843,2173
1844,504
1845,1385
1846,3160
1847,1633
1848,187
1849,3765
1850,2244
1851,3519
1852,3108
1853,2122
1854,3320
1855,186
1856,1677
1857,1349
1858,3713
1859,1
1860,2590
1861,1520
1862,1659
1863,2378
1864,1219
1865,2181
1866,1148
1867,1845
1868,593
1869,1348
1870,875
1871,3540
1872,1807
1873,1860
1874,882
1875,2039
1876,693
1877,1652
1878,663
1879,3795
1880,3086
1881,3379
1882,3752
1883,2893
1884,2072
1885,126
1886,1923
1887,1283
1888,3539
1889,3913
1890,1815
1891,602
1892,149
1893,561
1894,320
1895,322
1896,806
1897,3458
1898,975
1899,804
1900,303
1901,3621
1902,2075
1903,3581
1904,3177
1905,3826
1906,3843
1907,213
1908,2448
1909,790
1910,3849
1911,3216
1912,3712
1913,1732
1914,1791
1915,3379
1916,1662
1917,1483
1918,766
1919,1890
1920,3457
1921,1308
1922,2516
1923,2812
1924,2803
1925,2591
1926,3569
1927,242
1928,3985
1929,3678
1930,2116
1931,3252
1932,707
1933,853
1934,922
1935,117
1936,1340
1937,1685
1938,2318
1939,139
1940,261
1941,3828
1942,3933
1943,190
1944,1256
1945,2475
1946,1025
1947,2066
1948,1822
1949,773
1950,1023
1951,1722
1952,622
1953,2726
1954,2767
1955,2671
1956,360
1957,3488
1958,1204
1959,2337
1960,65
1961,2831
1962,2520
1963,2958
1964,2271
1965,2997
1966,35
1967,3650
1968,1842
1969,2837
1970,2024
1971,2979
1972,77
1973,2604
1974,2405
1975,3203
1976,1461
1977,858
1978,2949
1979,2306
1980,1326
1981,2943
1982,2344
1983,3107
1984,2540
1985,45
1986,3376
1987,2482
1988,3806
1989,588
1990,3026
1991,3903
1992,187
1993,1145
1994,2575
1995,2027
1996,3275
1997,1542
1998,1521
1999,1550
2000,810
2001,3753
2002,271
2003,3135
2004,517
2005,2864
2006,695
2007,3862
2008,1669
2009,3023
2010,3497
2011,814
2012,156
2013,674
2014,3222
2015,3160
2016,915
2017,3903
2018,1972
2019,2871
2020,1783
2021,2896
2022,1521
2023,1894
2024,3664
2025,292
2026,3306
2027,2689
2028,3886
2029,2442
2030,2728
2031,1562
2032,149
2033,2613
2034,1073
2035,1267
2036,3882
2037,2033
2038,581
2039,3947
2040,2508
2041,1012
2042,417
2043,2270
2044,3565
2045,3116
2046,2726
2047,3982
2048,924
2049,3040
2050,110
2051,2212
2052,2796
2053,2840
2054,2230
2055,3470
2056,1434
2057,2367
2058,66
2059,282
2060,1878
2061,2012
2062,3561
2063,1173
2064,1413
2065,1345
2066,2790
2067,2311
2068,2831
2069,3471
2070,1658
2071,1803
2072,1678
2073,778
2074,739
2075,2258
2076,1670
2077,3029
2078,1271
2079,905
2080,198
2081,1452
2082,2313
2083,1917
2084,1018
2085,508
2086,64
2087,1628
2088,1799
2089,2435
2090,1536
2091,2530
2092,2637
2093,2653
2094,671
2095,1692
2096,117
2097,3595
2098,1577
2099,2024
2100,1026
2101,320
2102,1206
2103,1491
2104,2402
2105,1945
2106,588
2107,1457
2108,2798
2109,493
2110,2598
2111,3792
2112,1542
2113,3880
2114,856
2115,1306
2116,1695
2117,1526
2118,2599
2119,74
2120,2792
2121,1441
2122,1095
2123,494
2124,3340
2125,1081
2126,3199
2127,825
2128,2640
2129,3603
2130,3377
2131,1815
2132,1520
2133,2360
2134,3376
2135,3428
2136,1868
2137,1599
2138,1749
2139,2637
2140,973
2141,1622
2142,1717
2143,3208
2144,3442
2145,2506
2146,44
2147,614
2148,2346
2149,2568
2150,317
2151,232
2152,1363
2153,325
2154,1018
2155,724
2156,1593
2157,1164
2158,1262
2159,3779
2160,20
2161,2471
2162,1062
2163,3286
2164,1739
2165,631
2166,1009
2167,151
2168,3850
2169,1201
2170,3750
2171,3121
2172,1007
2173,143
2174,846
2175,1366
2176,479
2177,2515
2178,759
2179,2811
2180,1882
2181,1037
2182,2072
2183,740
2184,2455
2185,3597
2186,10
2187,3982
2188,2069
2189,1192
2190,2911
2191,2365
2192,2332
2193,2102
2194,387
2195,1160
2196,3069
2197,1231
2198,1481
2199,545
2200,3752
2201,3104
2202,391
2203,2482
2204,804
2205,1486
2206,2892
2207,2186
2208,3726
2209,2611
2210,3024
2211,1180
2212,3729
2213,1156
2214,2562
2215,3237
2216,2356
2217,1713
2218,4
2219,1736
2220,2832
2221,1482
2222,3800
2223,316
2224,2309
2225,2917
2226,1816
2227,1577
2228,649
2229,2889
2230,3765
2231,1344
2232,1444
2233,1181
2234,2662
2235,900
2236,432
2237,1305
2238,3424
2239,1441
2240,970
2241,1165
2242,1208
2243,1020
2244,2169
2245,160
2246,251
2247,3016
2248,426
2249,2620
2250,604
2251,3221
2252,587
2253,3449
2254,1394
2255,3186
2256,1620
2257,985
2258,2247
2259,2255
2260,2018
2261,860
2262,1710
2263,3594
2264,2537
2265,2191
2266,3702
2267,2178
2268,3588
2269,1997
2270,2730
2271,1743
2272,3288
2273,2661
2274,2102
2275,1585
2276,873
2277,1280
2278,2935
2279,2975
2280,3793
2281,3436
2282,930
2283,637
2284,1362
2285,927
2286,1866
2287,1195
2288,926
2289,669
2290,2861
2291,3272
2292,2827
2293,696
2294,1458
2295,841
2296,2919
2297,2753
2298,3522
2299,1038
2300,3883
2301,2929
2302,1949
2303,133
2304,2011
2305,1645
2306,429
2307,1900
2308,3355
2309,3092
2310,1207
2311,2482
2312,1757
2313,1357
2314,1626
2315,1772
2316,2196
2317,1501
2318,3467
2319,2559
2320,3868
2321,383
2322,2555
2323,3613
2324,853
2325,2508
2326,2267
2327,2676
2328,1443
2329,2517
2330,243
2331,722
2332,820
2333,3389
2334,1222
2335,741
2336,3573
2337,2639
2338,2778
2339,1051
2340,3716
2341,1879
2342,1451
2343,3355
2344,503
2345,144
2346,1341
2347,1906
2348,2251
2349,194
2350,1839
2351,2446
2352,381
2353,257
2354,3442
2355,3692
2356,3056
2357,2904
2358,3462
2359,48
2360,651
2361,1908
2362,3683
2363,3854
2364,3173
2365,1225
2366,1395
2367,1736
2368,1188
2369,3872
2370,1546
2371,3158
2372,3170
2373,292
2374,60
2375,1344
2376,3422
2377,2967
2378,3932
2379,1041
2380,2836
2381,1691
2382,1941
2383,3175
2384,1251
2385,2531
2386,2680
2387,2441
2388,3002
2389,3287
2390,1365
2391,2054
2392,3560
2393,2687
2394,3769
2395,1979
2396,2750
2397,105
2398,645
2399,486
2400,1463
2401,1812
2402,1756
2403,1830
2404,1850
2405,3200
2406,614
2407,179
2408,1532
2409,3282
2410,3352
2411,425
2412,200
2413,1344
2414,2675
2415,3341
2416,755
2417,1137
2418,2131
2419,927
2420,2683
2421,496
2422,3840
2423,3423
2424,2226
2425,3458
2426,1930
2427,1010
2428,228
2429,3836
2430,2818
2431,3902
2432,2646
2433,2815
2434,1154
2435,1812
2436,3465
2437,123
2438,3646
2439,2033
2440,1428
2441,3965
2442,3986
2443,1638
2444,937
2445,247
2446,214
2447,547
2448,474
2449,2200
2450,737
2451,1796
2452,2597
2453,3695
2454,3083
2455,3140
2456,1868
2457,1777
2458,2342
2459,1721
2460,847
2461,3654
2462,1366
2463,1315
2464,2148
2465,1017
2466,631
2467,1096
2468,2692
2469,3066
2470,1873
2471,655
2472,3779
2473,3703
2474,2271
2475,3987
2476,1990
2477,3515
2478,1578
2479,85
2480,1459
2481,2197
2482,689
2483,963
2484,718
2485,737
2486,2745
2487,3477
2488,1532
2489,525
2490,693
2491,677
2492,2719
2493,1186
2494,844
2495,2970
2496,3270
2497,864
2498,517
2499,1047
2500,3766
2501,2875
2502,1601
2503,223
2504,1707
2505,3327
2506,3837
2507,1279
2508,3965
2509,443
2510,725
2511,3919
2512,3354
2513,1049
2514,2560
2515,2823
2516,2200
2517,3086
2518,359
2519,1507
2520,1606
2521,3141
2522,105
2523,3907
2524,1670
2525,2544
2526,2587
2527,122
2528,2824
2529,3741
2530,2997
2531,1766
2532,3637
2533,2415
2534,2972
2535,1271
2536,1751
2537,2082
2538,3264
2539,1993
2540,1380
2541,2202
2542,1585
2543,691
2544,3120
2545,3500
2546,3729
2547,2287
2548,1582
2549,1547
2550,2658
2551,1365
2552,2272
2553,3800
2554,189
2555,3111
2556,1503
2557,1989
2558,2294
2559,1482
2560,1324
2561,3229
2562,1050
2563,2897
2564,722
2565,1981
2566,70
2567,3935
2568,2987
2569,3310
2570,3099
2571,3788
2572,772
2573,3747
2574,521
2575,1390
2576,1623
2577,1635
2578,1333
2579,1907
2580,1780
2581,2801
2582,1010
2583,2667
2584,3774
2585,2045
2586,2196
2587,3264
2588,1033
2589,1857
2590,3257
2591,2248
2592,3698
2593,2367
2594,3763
2595,836
2596,2944
2597,3740
2598,2831
2599,3707
2600,470
2601,535
2602,3484
2603,310
2604,3881
2605,2405
2606,2419
2607,824
2608,2224
2609,2129
